report_id,timestamp_utc,source,report_text,report_type,image_present,image_url,audio_url,lat,lon,location_text,num_reports_window,time_since_first_hours,location_criticality,reporter_id,status,severity_label,text_length,embedding_32d
35683690-57fd-447f-9cca-543b7f255a1b,2025-09-08T11:17:00Z,mobile_app,"Huge pothole right outside MG Road, Bengaluru blocking traffic.",pothole,0,,,12.977374,77.597286,"MG Road, Bengaluru",5,49.63,1,bcf381dd-4ce6-420f-be35-a7ec43110162,open,low,63,"[0.2841, 0.9588, 0.2783, 0.0704, -0.8875, -0.8514, 0.4865, 0.9653, 0.5817, 0.225, -0.6365, -0.9738, -0.4054, 0.6437, 1.0, 0.6039, -0.8841, -0.9504, -0.0253, 0.878, 0.9998, 0.499, -0.3079, -0.9873, -0.7582, 0.3961, 0.9649, 0.6259, -0.577, -0.9939, -0.7258, -0.3802]"
989eca86-791f-4ce1-bcc2-6b5130b39ea7,2025-09-08T04:39:00Z,mobile_app,"Drain blocked near City Mall, Pune causing dirty water overflow.",drain_blockage,0,,,18.529056,73.858638,"City Mall, Pune",0,13.07,0,23f7c489-a092-443a-987f-371a1129e3cf,in_progress,high,64,"[0.4721, 0.8872, 0.7129, -0.1905, -0.9991, -0.4127, 0.0466, 0.9872, 0.9072, -0.4972, -0.9835, -0.8502, -0.1113, 0.6803, 0.9827, -0.2592, -0.6413, -0.9723, 0.1381, 0.723, 0.9925, 0.5463, -0.1952, -0.98, -0.3675, 0.473, 0.9984, 0.8776, -0.2714, -0.9966, -0.8293, 0.2786]"
21df61fd-dc19-4fd2-be6c-0c34016bb372,2025-09-08T11:36:00Z,mobile_app,"Pothole near MG Road, Bengaluru has grown big and is dangerous for two-wheelers.",pothole,0,,,12.977229,77.599514,"MG Road, Bengaluru",0,71.44,1,,open,low,80,"[0.1172, 0.966, 0.5998, -0.5438, -0.9794, -0.8467, 0.524, 0.992, 0.925, -0.1262, -0.8185, -0.6008, -0.0581, 0.9669, 0.7473, 0.4184, -0.8829, -0.9907, 0.0846, 0.6117, 0.921, 0.6506, -0.3026, -0.9997, -0.1334, 0.3494, 0.8499, 0.6711, -0.0707, -0.9573, -0.7659, 0.0394]"
f9d7e6a1-a821-4747-8470-df1c919c8312,2025-09-10T01:50:00Z,mobile_app,"Dumped waste near Marine Drive, Mumbai, needs cleaning.",garbage,0,,,18.947077,72.821548,"Marine Drive, Mumbai",2,71.17,0,,in_progress,high,55,"[0.1515, 0.9234, 0.8497, -0.7337, -0.9285, -0.9257, 0.5328, 0.7288, 0.492, 0.3981, -0.6589, -0.6407, 0.3927, 0.4868, 0.7995, 0.4286, -0.7927, -0.993, -0.6956, 0.4609, 0.9679, 0.4417, -0.8209, -0.9979, -0.2428, 0.3478, 0.9868, 0.6106, 0.0396, -0.9871, -0.9038, -0.1873]"
cb39269c-d377-4756-a49d-e9e3ec113aa8,2025-09-09T16:51:00Z,mobile_app,"Burst water pipe in front of MG Road, Bengaluru flooding the street.",water_leak,1,https://example.com/images/73b3fd68-b255-4e43-af41-134f36b3bdea.jpg,,12.984384,77.6037,"MG Road, Bengaluru",0,3.31,1,,open,low,68,"[0.3661, 0.9109, 0.5732, -0.4117, -0.9968, -0.8971, -0.2028, 0.9999, 0.7209, 0.1829, -0.9966, -0.9891, -0.105, 0.6347, 0.993, 0.6431, -0.8897, -0.8125, -0.1711, 0.3036, 0.9998, 0.6017, -0.5617, -0.997, -0.6506, 0.1171, 0.99, 0.8796, -0.1101, -0.9352, -0.9241, 0.1554]"
41b9a848-5a7d-400e-89ca-fa7e5b943550,2025-09-11T15:03:00Z,mobile_app,"Drain blocked near Park Street, Kolkata causing dirty water overflow.",drain_blockage,1,https://example.com/images/61d921a9-9521-4aec-afb1-36aa7dfbd18d.jpg,,22.578415,88.361483,"Park Street, Kolkata",1,65.01,0,,open,critical,69,"[0.7187, 0.9388, 0.8143, -0.1088, -0.9991, -0.4932, 0.3873, 0.7536, 0.9706, -0.2013, -0.5767, -0.7017, -0.5081, 0.7163, 1.0, -0.2003, -0.58, -0.9907, -0.6042, 0.8058, 0.8978, 0.5853, -0.4887, -0.9584, -0.8239, 0.7042, 0.9712, 0.3022, -0.0208, -0.9997, -0.5743, 0.0524]"
ac0dde5e-4f27-4375-889d-b1af9d64fe96,2025-09-10T05:29:00Z,social_media,"Pole light outside MG Road, Bengaluru flickering badly.",streetlight,0,,,12.977848,77.597629,"MG Road, Bengaluru",0,56.93,1,a4e57571-a524-468a-9e7d-bae237a07413,open,medium,55,"[0.4393, 0.9948, 0.4522, -0.4286, -0.994, -0.3362, -0.1739, 0.8138, 0.9854, -0.4435, -0.9072, -0.6061, -0.3382, 0.4767, 0.7733, -0.2001, -0.5599, -0.9916, -0.6517, 0.8897, 0.9933, 0.4781, -0.1058, -0.9476, -0.8399, 0.3154, 0.9995, 0.5066, -0.6223, -0.9106, -0.6238, -0.2584]"
1b5b66f8-a867-4f58-8322-420d01ea42a6,2025-09-14T09:04:00Z,phone_call,"Overflowing garbage bin near Connaught Place, Delhi with foul smell.",garbage,0,,,28.62145,77.216433,"Connaught Place, Delhi",1,49.37,1,3996d4b3-4af0-4abd-b9fc-8cceb9fd7036,closed,critical,68,"[0.351, 0.9851, 0.8145, 0.0194, -0.9908, -0.7369, 0.3705, 0.9776, 0.7363, 0.3926, -0.9783, -0.9694, -0.4263, 0.8405, 0.9977, -0.0572, -0.4787, -0.998, 0.0201, 0.4609, 0.963, 0.0905, -0.0117, -0.9564, -0.835, -0.0027, 0.8992, 0.8911, -0.3772, -0.6827, -0.9856, 0.3654]"
f9281c6c-95f8-4ae5-89f3-7da5f05b6b42,2025-09-08T18:21:00Z,mobile_app,"Huge pothole right outside City Mall, Pune blocking traffic.",pothole,0,,,18.516415,73.849334,"City Mall, Pune",0,56.02,0,3ac5664b-b0ae-4ec2-83c1-aa1ecd54eb93,open,medium,60,"[0.4828, 0.9306, 0.8904, -0.5985, -0.9881, -0.6902, 0.174, 0.994, 0.9787, -0.0542, -0.8287, -0.7709, -0.076, 0.9742, 0.998, 0.5869, -0.7835, -0.9774, -0.5434, 0.7058, 0.9918, 0.6178, -0.8433, -0.9995, -0.628, 0.4553, 0.8229, 0.5418, -0.5467, -0.9812, -0.6028, 0.3002]"
e6b59425-8286-4ed0-83eb-bea8f7ed7895,2025-09-10T00:25:00Z,open311_feed,"Garbage piled up beside the street outside City Mall, Pune.",garbage,0,,,18.519588,73.85215,"City Mall, Pune",0,10.99,0,,open,low,59,"[0.7391, 0.8881, 0.8649, -0.5623, -0.9951, -0.6645, 0.2987, 0.9576, 0.889, 0.298, -0.8009, -0.784, 0.1829, 0.964, 0.8343, -0.2575, -0.7786, -0.9973, -0.2683, 0.3553, 0.9722, 0.6939, -0.1168, -0.9601, -0.6927, 0.589, 0.9916, 0.4503, -0.5403, -0.9916, -0.5626, 0.1964]"
7f96061e-c868-4815-acfa-34908e671562,2025-09-11T15:23:00Z,open311_feed,"Broken streetlight near Park Street, Kolkata making area dark at night.",streetlight,1,https://example.com/images/46a98b11-93ae-4010-8f84-66fb46c50d08.jpg,,22.572802,88.364193,"Park Street, Kolkata",0,25.27,0,c578216b-358f-4639-9dec-866fe0a01e89,open,low,71,"[0.611, 0.877, 0.39, -0.7381, -0.8135, -0.6836, 0.0929, 0.9209, 0.9543, 0.1129, -0.7831, -0.5851, 0.0298, 0.968, 0.9998, -0.0465, -0.3352, -0.9806, -0.3953, 0.5434, 0.9826, 0.5455, -0.2225, -0.9988, -0.7086, -0.0218, 0.9997, 0.6297, -0.2499, -0.8594, -0.9304, 0.5384]"
545031df-cdc8-4a20-bc03-8a115c9f68a7,2025-09-11T10:58:00Z,mobile_app,"Water leaking from pipe near MG Road, Bengaluru causing slippery road.",water_leak,0,,,12.975954,77.599822,"MG Road, Bengaluru",0,38.35,1,83d00214-560d-429c-be82-0bdba325f6c2,open,high,70,"[0.6195, 0.9766, 0.6776, -0.565, -0.9621, -0.7335, -0.2039, 0.8572, 0.839, 0.0204, -0.9375, -0.9571, -0.1606, 0.9854, 0.9994, -0.2374, -0.6832, -0.9168, -0.4686, 0.554, 0.951, 0.5273, -0.398, -0.8855, -0.2592, 0.5754, 0.8861, 0.4752, 0.1967, -0.9776, -0.7741, -0.2202]"
39390ecc-dd20-4d40-83d7-c2e2e36e83e2,2025-09-13T13:56:00Z,mobile_app,"Fallen tree blocking the road near Marine Drive, Mumbai after storm.",tree_fall,0,,,18.946451,72.828019,"Marine Drive, Mumbai",1,11.01,0,,open,medium,68,"[0.8142, 0.9984, 0.627, -0.4097, -0.9912, -0.5663, 0.5637, 0.9778, 0.4244, 0.1014, -0.9997, -0.9491, -0.1263, 0.7849, 0.8803, -0.0883, -0.7729, -0.9973, -0.7, 0.5747, 0.9276, 0.583, -0.2916, -0.9966, -0.1547, -0.0424, 0.994, 0.777, -0.3012, -0.9941, -0.6265, -0.3662]"
6d3d659c-3c84-40ed-89e7-b788d80ef482,2025-09-09T14:59:00Z,mobile_app,"Garbage piled up beside the street outside Park Street, Kolkata.",garbage,1,https://example.com/images/6d6d0c62-4835-4a57-a3e5-f1f327356376.jpg,,22.564826,88.366519,"Park Street, Kolkata",3,2.82,0,,closed,critical,64,"[0.5004, 0.9992, 0.7016, -0.7007, -0.9477, -0.4871, 0.3855, 0.6955, 0.7131, 0.09, -0.7864, -0.846, -0.1788, 0.6332, 0.7555, -0.2536, -0.78, -0.9918, -0.6947, 0.7271, 0.8793, 0.6295, -0.617, -0.995, -0.8435, 0.5448, 0.8146, 0.6559, -0.3608, -0.8695, -0.9603, 0.283]"
6efdec13-2e64-4742-9ed0-447f7866a33f,2025-09-12T16:47:00Z,social_media,"Garbage piled up beside the street outside Park Street, Kolkata.",garbage,1,https://example.com/images/de606910-a092-4646-b42c-1c6ba24438f3.jpg,,22.573234,88.363567,"Park Street, Kolkata",2,35.01,0,e66cbc04-ccf7-48d1-a83d-eb3a0b93f7b2,open,low,64,"[0.0771, 0.9628, 0.8626, -0.5886, -0.9925, -0.389, -0.243, 0.8692, 0.6119, 0.2895, -0.8145, -0.9861, 0.2619, 0.9337, 0.7827, 0.5162, -0.6667, -0.9913, -0.1723, 0.3783, 0.9997, 0.649, -0.687, -0.9936, -0.5636, 0.1758, 0.9945, 0.7211, -0.5318, -0.8882, -0.4518, 0.5384]"
8f860e26-57e1-4a29-a390-c5e26b33ff7e,2025-09-12T11:29:00Z,open311_feed,"Overflowing garbage bin near Connaught Place, Delhi with foul smell.",garbage,1,https://example.com/images/73c2c6b2-fac6-4103-a179-8381bcb65c71.jpg,,28.634642,77.216733,"Connaught Place, Delhi",2,26.73,1,,in_progress,low,68,"[0.4933, 0.9021, 0.8712, -0.0187, -0.9656, -0.696, 0.5209, 0.7233, 0.4919, -0.382, -0.9939, -0.5939, -0.1509, 0.738, 0.9721, 0.3163, -0.365, -0.9985, -0.5063, 0.2469, 0.957, 0.6098, -0.1543, -0.866, -0.2137, 0.3332, 0.9919, 0.493, -0.1935, -0.9737, -0.4882, -0.3866]"
9dbef820-1e73-4fcb-9521-f2c6230c10cf,2025-09-11T11:20:00Z,mobile_app,"Overflowing garbage bin near City Mall, Pune with foul smell.",garbage,0,,,18.520713,73.858158,"City Mall, Pune",1,30.23,0,,open,low,61,"[0.1106, 0.9446, 0.5183, 0.1248, -0.9807, -0.863, -0.1392, 0.9111, 0.7243, 0.1832, -0.837, -0.7846, -0.4625, 0.9868, 0.9976, 0.1809, -0.7169, -0.7586, -0.2911, 0.5149, 0.9988, 0.348, -0.836, -0.9529, -0.8986, 0.6098, 0.9363, 0.5153, -0.3466, -0.9973, -0.6294, -0.0833]"
324165aa-7588-4f7a-b742-ae82c5803d92,2025-09-09T11:08:00Z,social_media,"Pothole near MG Road, Bengaluru has grown big and is dangerous for two-wheelers.",pothole,1,https://example.com/images/70c643d8-9f59-4eee-8750-f22498f9eac2.jpg,,12.976939,77.603655,"MG Road, Bengaluru",1,55.89,1,a32620cc-8407-4a69-81ee-939e9b442694,open,high,80,"[0.0438, 0.9318, 0.8911, -0.7116, -0.9807, -0.2898, 0.2569, 0.825, 0.6222, 0.2316, -0.8029, -0.7072, 0.295, 0.6929, 0.9999, 0.3334, -0.9252, -0.894, 0.0451, 0.5116, 0.8508, 0.475, -0.485, -0.9351, -0.5757, 0.6197, 0.9997, 0.9304, -0.3223, -0.9997, -0.7646, -0.0946]"
38410af2-9d7f-4e2b-bb87-1d0ca431b02b,2025-09-09T16:48:00Z,mobile_app,"Streetlight not working in front of MG Road, Bengaluru since yesterday.",streetlight,1,https://example.com/images/1abbc491-3c61-4145-99ae-dd556117c894.jpg,,12.978391,77.596786,"MG Road, Bengaluru",0,65.64,1,,open,medium,71,"[0.5968, 0.9757, 0.8839, -0.5052, -0.9535, -0.6962, 0.45, 0.7687, 0.9843, -0.4113, -0.95, -0.9036, -0.4261, 0.6207, 0.8737, 0.339, -0.9463, -0.9698, -0.6412, 0.5649, 0.9988, 0.5203, -0.0856, -0.9113, -0.6931, 0.1806, 0.9111, 0.3087, 0.2459, -0.7906, -0.7822, 0.4773]"
0455a223-2095-46e7-839d-998497e6d518,2025-09-09T03:53:00Z,mobile_app,"Huge pothole right outside MG Road, Bengaluru blocking traffic.",pothole,1,https://example.com/images/48c4591a-7f1f-4407-b014-3cd5d96e2a76.jpg,,12.979203,77.601454,"MG Road, Bengaluru",0,32.05,1,c0ea6162-6c2f-44ed-bc02-abfedf7e26de,in_progress,medium,63,"[0.7483, 0.9686, 0.7133, 0.0766, -0.9855, -0.3819, 0.5381, 0.9899, 0.4772, -0.2113, -0.9797, -0.8712, -0.4305, 0.5929, 1.0, -0.0823, -0.313, -0.9624, -0.4624, 0.8158, 0.9914, 0.3702, -0.0949, -0.9683, -0.1328, 0.5531, 0.9842, 0.484, -0.5218, -0.7169, -0.4291, 0.2245]"
47b78ea9-da44-4712-9cad-c6b04cad352f,2025-09-13T06:46:00Z,mobile_app,"Fallen tree blocking the road near Connaught Place, Delhi after storm.",tree_fall,1,https://example.com/images/7b5aef5a-0adb-4a21-b649-1bc9c5301273.jpg,,28.634758,77.213887,"Connaught Place, Delhi",2,37.3,1,6329e784-0f98-4c9a-8c31-00d5c31fbee0,open,medium,70,"[0.8044, 0.941, 0.1929, -0.3684, -0.9097, -0.9336, -0.0868, 0.9948, 0.9129, -0.1989, -0.9282, -0.9952, 0.0745, 0.8549, 0.9033, 0.5114, -0.7935, -0.812, -0.4899, 0.8793, 0.929, 0.127, -0.09, -0.9262, -0.3539, 0.1315, 0.881, 0.6459, -0.337, -0.686, -0.5029, 0.1293]"
195973e3-37f4-412f-851f-31dc58bdc881,2025-09-14T01:39:00Z,mobile_app,"Garbage piled up beside the street outside Marine Drive, Mumbai.",garbage,0,,,18.938524,72.829354,"Marine Drive, Mumbai",1,22.51,0,,in_progress,low,64,"[0.7583, 0.9193, 0.8473, -0.227, -0.9887, -0.8215, 0.1823, 0.8329, 0.9234, 0.3221, -0.7614, -0.9254, 0.049, 0.6303, 0.7464, 0.5212, -0.5806, -0.9557, -0.5114, 0.7917, 0.997, 0.4586, -0.4861, -0.9681, -0.8955, 0.726, 0.9804, 0.3028, 0.0592, -0.8813, -0.979, 0.0789]"
af4ba133-1d1b-4d26-a7f9-1f4304b20f88,2025-09-10T14:08:00Z,open311_feed,"Garbage piled up beside the street outside Connaught Place, Delhi.",garbage,0,,,28.63192,77.220672,"Connaught Place, Delhi",3,3.68,1,9aaa2b3c-63e3-4a42-a425-bae576938088,open,high,66,"[0.2846, 0.983, 0.6375, -0.397, -0.9936, -0.6131, 0.322, 0.7483, 0.9707, 0.0516, -1.0, -0.8461, -0.1994, 0.5463, 0.8937, 0.3018, -0.3262, -0.9714, -0.1355, 0.816, 0.9951, 0.7461, -0.7846, -0.9122, -0.2, 0.1847, 0.9522, 0.6114, -0.5382, -0.9686, -0.7887, 0.0937]"
c7e0a9ab-dc29-46ca-8d5f-3fccb4de2395,2025-09-10T00:16:00Z,phone_call,"Dumped waste near Connaught Place, Delhi, needs cleaning.",garbage,1,https://example.com/images/b8d1670a-447d-4b20-a00e-7017b2c76088.jpg,https://example.com/audio/0861fc26-035e-4e2d-9f46-3e8887746825.wav,28.627164,77.223538,"Connaught Place, Delhi",0,47.2,1,,open,medium,57,"[0.2256, 0.8681, 0.614, -0.3734, -1.0, -0.4869, 0.0969, 0.9995, 0.9256, -0.1473, -0.9568, -0.981, -0.125, 0.7529, 0.9622, 0.483, -0.7131, -0.9452, -0.369, 0.8408, 0.9532, 0.2815, -0.5034, -1.0, -0.1342, 0.3388, 0.9471, 0.3123, -0.1843, -0.9517, -0.7641, 0.257]"
723c2858-e289-4b39-bcda-b4e5b0af61cf,2025-09-11T08:44:00Z,open311_feed,"Large hole on the road in front of Marine Drive, Mumbai.",pothole,0,,,18.94293,72.834304,"Marine Drive, Mumbai",0,50.76,0,013f0f30-44de-47cf-bcf7-3a44a9bdc037,open,low,56,"[0.8038, 0.9749, 0.7631, 0.0197, -0.9994, -0.7855, 0.6419, 0.9994, 0.453, -0.3708, -0.7615, -0.9577, 0.1472, 0.7033, 0.9538, 0.4363, -0.6969, -0.9971, -0.306, 0.8836, 0.9622, 0.7538, -0.5847, -0.9997, -0.7772, 0.5116, 0.9852, 0.5943, 0.22, -0.9082, -0.6431, -0.3102]"
